Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,d_s_ratio,demand_class,supply_class,Demand_Prediction
93,36,Urban,Gold,60,4.63,Afternoon,Economy,111,478.7697584,2.58,high_demand,low_supply,1
38,9,Suburban,Gold,57,4.26,Morning,Premium,16,104.0560727,4.22,low_demand,low_supply,0
76,26,Suburban,Silver,74,4.18,Evening,Premium,159,486.1839276,2.92,low_demand,low_supply,0
47,24,Suburban,Silver,11,3.62,Night,Premium,148,657.0936874,1.96,low_demand,low_supply,0
64,10,Urban,Silver,62,4.98,Evening,Economy,38,96.30074138,6.4,low_demand,low_supply,0
56,10,Rural,Gold,28,3.8,Afternoon,Economy,144,609.9082747,5.6,low_demand,low_supply,0
44,25,Rural,Silver,32,4.43,Night,Premium,154,502.1012063,1.76,low_demand,low_supply,0
34,6,Rural,Regular,11,3.75,Morning,Economy,179,465.7190585,5.67,low_demand,low_supply,0
45,18,Suburban,Silver,70,3.84,Night,Economy,122,308.4359179,2.5,low_demand,low_supply,0
31,7,Rural,Regular,22,4.88,Afternoon,Premium,172,806.0212702,4.43,low_demand,low_supply,0
95,28,Rural,Regular,34,4.48,Evening,Economy,163,576.967572,3.39,high_demand,low_supply,1
82,59,Rural,Regular,39,3.5,Night,Premium,67,284.2944207,1.39,high_demand,high_supply,1
95,38,Urban,Silver,39,3.71,Afternoon,Premium,97,478.3662772,2.5,high_demand,low_supply,1
27,12,Suburban,Silver,1,4.93,Evening,Economy,41,119.4824,2.25,low_demand,low_supply,0
94,23,Suburban,Regular,71,4.15,Night,Premium,154,532.5097779,4.09,high_demand,low_supply,1
66,15,Urban,Silver,88,4.21,Evening,Premium,65,291.9008795,4.4,low_demand,low_supply,0
40,6,Rural,Gold,37,4.75,Afternoon,Premium,148,707.8553932,6.67,low_demand,low_supply,0
56,27,Suburban,Silver,62,4.74,Evening,Premium,129,435.7154538,2.07,low_demand,low_supply,0
54,6,Suburban,Gold,48,4.26,Morning,Economy,154,504.0841142,9.0,low_demand,low_supply,0
46,15,Suburban,Silver,96,4.69,Morning,Premium,116,497.3770093,3.07,low_demand,low_supply,0
65,16,Suburban,Silver,82,3.62,Evening,Premium,146,460.8002859,4.06,low_demand,low_supply,0
96,48,Urban,Gold,11,4.19,Night,Economy,79,272.4960776,2.0,high_demand,high_supply,1
47,9,Suburban,Gold,88,4.06,Night,Economy,93,246.9535423,5.22,low_demand,low_supply,0
20,7,Urban,Silver,55,4.43,Night,Economy,153,482.7422075,2.86,low_demand,low_supply,0
94,57,Suburban,Regular,13,4.04,Afternoon,Economy,60,205.4957596,1.65,high_demand,high_supply,1
52,30,Suburban,Silver,25,3.67,Night,Economy,142,531.6062153,1.73,low_demand,low_supply,0
71,6,Suburban,Gold,48,4.05,Afternoon,Economy,157,550.9983737,11.83,low_demand,low_supply,0
46,8,Rural,Gold,39,3.97,Evening,Premium,123,396.9586998,5.75,low_demand,low_supply,0
53,40,Urban,Regular,13,3.79,Night,Economy,118,318.2115758,1.32,low_demand,high_supply,0
26,11,Urban,Regular,97,3.64,Morning,Economy,141,427.0550612,2.36,low_demand,low_supply,0
100,46,Suburban,Gold,74,3.74,Afternoon,Economy,171,448.3128535,2.17,high_demand,high_supply,1
74,38,Urban,Regular,95,5.0,Evening,Economy,167,455.4083399,1.95,low_demand,low_supply,0
53,5,Rural,Gold,100,4.46,Night,Premium,33,179.1708197,10.6,low_demand,low_supply,0
75,63,Urban,Gold,24,4.18,Afternoon,Economy,29,104.1858826,1.19,low_demand,high_supply,0
44,9,Suburban,Regular,54,4.2,Morning,Premium,13,91.67748869,4.89,low_demand,low_supply,0
76,60,Suburban,Regular,81,3.6,Evening,Premium,72,264.0857364,1.27,low_demand,high_supply,0
88,18,Suburban,Silver,80,4.83,Evening,Economy,109,424.6569323,4.89,high_demand,low_supply,1
54,35,Rural,Gold,95,4.98,Evening,Premium,61,218.9504185,1.54,low_demand,low_supply,0
49,30,Urban,Regular,7,3.97,Afternoon,Premium,77,248.1703336,1.63,low_demand,low_supply,0
25,8,Urban,Silver,11,4.0,Afternoon,Economy,109,422.4367392,3.12,low_demand,low_supply,0
36,18,Suburban,Gold,15,4.21,Afternoon,Economy,86,280.5240757,2.0,low_demand,low_supply,0
42,25,Suburban,Silver,44,4.99,Morning,Premium,122,565.9834811,1.68,low_demand,low_supply,0
29,14,Rural,Gold,2,4.69,Night,Premium,180,828.2131346,2.07,low_demand,low_supply,0
52,16,Urban,Silver,63,4.13,Morning,Economy,49,132.8468058,3.25,low_demand,low_supply,0
37,6,Rural,Gold,59,4.73,Evening,Economy,20,86.17345484,6.17,low_demand,low_supply,0
91,17,Rural,Gold,21,4.84,Afternoon,Premium,149,545.3868063,5.35,high_demand,low_supply,1
29,8,Rural,Silver,79,4.26,Morning,Premium,133,531.0619846,3.62,low_demand,low_supply,0
62,45,Rural,Regular,87,4.74,Afternoon,Premium,20,108.6023565,1.38,low_demand,high_supply,0
69,7,Urban,Regular,51,4.56,Afternoon,Premium,103,462.6630441,9.86,low_demand,low_supply,0
32,14,Suburban,Silver,80,3.56,Afternoon,Premium,80,254.9510771,2.29,low_demand,low_supply,0
78,31,Urban,Gold,6,3.78,Evening,Premium,64,271.012665,2.52,low_demand,low_supply,0
53,10,Rural,Silver,10,3.58,Evening,Economy,168,424.4884285,5.3,low_demand,low_supply,0
60,50,Suburban,Silver,54,4.57,Afternoon,Premium,38,151.7772865,1.2,low_demand,high_supply,0
97,58,Urban,Gold,1,4.11,Morning,Premium,83,383.0749064,1.67,high_demand,high_supply,1
87,77,Urban,Gold,12,3.56,Night,Premium,11,97.78450586,1.13,high_demand,high_supply,1
74,20,Rural,Silver,68,4.36,Night,Economy,32,119.5940733,3.7,low_demand,low_supply,0
90,58,Urban,Gold,1,4.7,Afternoon,Premium,21,126.5727707,1.55,high_demand,high_supply,1
21,8,Rural,Regular,69,4.24,Afternoon,Premium,176,829.5343799,2.62,low_demand,low_supply,0
70,35,Urban,Silver,35,4.9,Night,Premium,108,418.8153495,2.0,low_demand,low_supply,0
37,7,Suburban,Regular,1,3.92,Evening,Economy,62,233.2131028,5.29,low_demand,low_supply,0
30,11,Rural,Gold,93,3.56,Night,Premium,155,701.1414725,2.73,low_demand,low_supply,0
64,22,Urban,Regular,26,4.24,Evening,Premium,115,388.7296675,2.91,low_demand,low_supply,0
40,23,Urban,Silver,6,3.96,Night,Economy,178,528.6080729,1.74,low_demand,low_supply,0
28,18,Urban,Gold,100,3.62,Afternoon,Premium,92,382.0384386,1.56,low_demand,low_supply,0
85,19,Rural,Gold,17,3.69,Morning,Economy,164,587.3312643,4.47,high_demand,low_supply,1
92,77,Urban,Gold,100,4.26,Night,Economy,47,167.7398193,1.19,high_demand,high_supply,1
93,56,Suburban,Regular,56,4.65,Evening,Premium,86,304.8360145,1.66,high_demand,high_supply,1
36,25,Rural,Regular,26,3.57,Afternoon,Economy,122,354.154098,1.44,low_demand,low_supply,0
94,50,Suburban,Regular,88,4.95,Night,Premium,49,250.4603273,1.88,high_demand,high_supply,1
27,8,Rural,Gold,48,4.18,Afternoon,Economy,167,495.2197782,3.38,low_demand,low_supply,0
86,41,Rural,Regular,96,4.5,Morning,Premium,68,301.5483736,2.1,high_demand,high_supply,1
22,11,Rural,Regular,39,4.63,Evening,Economy,101,433.0345436,2.0,low_demand,low_supply,0
95,56,Rural,Silver,86,3.79,Morning,Premium,147,671.4712089,1.7,high_demand,high_supply,1
99,89,Urban,Silver,63,4.84,Afternoon,Economy,16,49.71329086,1.11,high_demand,high_supply,1
22,8,Rural,Regular,4,4.84,Morning,Economy,122,408.12977,2.75,low_demand,low_supply,0
100,85,Suburban,Silver,59,4.46,Evening,Economy,110,329.4837131,1.18,high_demand,high_supply,1
61,38,Rural,Silver,100,4.34,Evening,Premium,78,383.3178042,1.61,low_demand,low_supply,0
33,18,Suburban,Gold,7,4.01,Night,Economy,105,313.068157,1.83,low_demand,low_supply,0
39,22,Rural,Gold,63,3.87,Evening,Premium,170,706.6896359,1.77,low_demand,low_supply,0
37,5,Urban,Silver,75,3.88,Evening,Premium,26,142.6153122,7.4,low_demand,low_supply,0
95,53,Suburban,Silver,6,4.01,Afternoon,Premium,158,708.8224028,1.79,high_demand,high_supply,1
28,6,Suburban,Gold,54,4.03,Afternoon,Premium,168,593.065918,4.67,low_demand,low_supply,0
66,17,Urban,Gold,84,4.47,Night,Economy,139,604.3834015,3.88,low_demand,low_supply,0
60,11,Suburban,Gold,18,4.29,Evening,Economy,26,100.2582627,5.45,low_demand,low_supply,0
94,34,Suburban,Gold,99,4.54,Afternoon,Premium,155,685.7612505,2.76,high_demand,low_supply,1
63,12,Urban,Silver,54,4.47,Evening,Premium,140,446.4130123,5.25,low_demand,low_supply,0
38,8,Suburban,Silver,59,4.44,Night,Premium,75,291.1079368,4.75,low_demand,low_supply,0
35,21,Suburban,Silver,13,4.14,Morning,Premium,36,193.6423939,1.67,low_demand,low_supply,0
83,64,Suburban,Gold,78,4.01,Evening,Economy,109,304.52613,1.3,high_demand,high_supply,1
62,14,Rural,Silver,33,4.23,Morning,Premium,85,386.8349333,4.43,low_demand,low_supply,0
88,48,Urban,Gold,52,4.52,Night,Economy,92,230.8325858,1.83,high_demand,high_supply,1
68,11,Rural,Silver,89,3.66,Evening,Economy,93,333.9106727,6.18,low_demand,low_supply,0
84,64,Urban,Regular,34,4.13,Evening,Premium,99,353.8098039,1.31,high_demand,high_supply,1
40,10,Urban,Regular,60,3.87,Night,Premium,79,293.1981343,4.0,low_demand,low_supply,0
93,20,Urban,Regular,38,4.78,Afternoon,Premium,144,447.0830688,4.65,high_demand,low_supply,1
57,44,Urban,Gold,78,3.53,Evening,Economy,153,584.888885,1.3,low_demand,high_supply,0
67,16,Suburban,Gold,24,4.52,Evening,Premium,150,488.1872512,4.19,low_demand,low_supply,0
68,16,Urban,Silver,91,4.49,Night,Economy,77,246.7577555,4.25,low_demand,low_supply,0
38,22,Urban,Gold,60,3.6,Morning,Premium,104,312.1731588,1.73,low_demand,low_supply,0
49,28,Urban,Silver,61,3.9,Evening,Premium,172,576.2811193,1.75,low_demand,low_supply,0
98,59,Urban,Regular,55,4.6,Morning,Economy,100,381.3912054,1.66,high_demand,high_supply,1
47,9,Suburban,Gold,38,4.06,Morning,Economy,141,543.7702542,5.22,low_demand,low_supply,0
27,11,Urban,Regular,97,4.78,Evening,Premium,137,472.5224038,2.45,low_demand,low_supply,0
59,29,Urban,Regular,68,4.4,Night,Premium,88,286.0589701,2.03,low_demand,low_supply,0
56,20,Urban,Regular,74,4.05,Evening,Economy,25,88.95619552,2.8,low_demand,low_supply,0
50,39,Urban,Gold,62,3.95,Morning,Premium,135,646.9811779,1.28,low_demand,high_supply,0
93,37,Urban,Gold,37,4.75,Night,Economy,76,292.9246564,2.51,high_demand,low_supply,1
46,22,Rural,Regular,97,3.51,Morning,Economy,100,395.7698468,2.09,low_demand,low_supply,0
56,19,Suburban,Silver,16,4.46,Evening,Premium,86,279.6798101,2.95,low_demand,low_supply,0
37,16,Suburban,Gold,8,4.5,Evening,Economy,46,192.5029774,2.31,low_demand,low_supply,0
85,58,Urban,Regular,85,4.1,Night,Premium,92,351.7702933,1.47,high_demand,high_supply,1
27,7,Urban,Regular,89,3.6,Morning,Premium,120,555.4019371,3.86,low_demand,low_supply,0
44,16,Rural,Silver,31,3.96,Night,Premium,122,395.378157,2.75,low_demand,low_supply,0
75,51,Suburban,Regular,68,3.65,Afternoon,Premium,66,261.5103068,1.47,low_demand,high_supply,0
21,11,Urban,Gold,46,3.84,Morning,Economy,103,397.5648404,1.91,low_demand,low_supply,0
42,29,Suburban,Silver,67,4.59,Morning,Premium,153,735.2764383,1.45,low_demand,low_supply,0
25,15,Suburban,Silver,100,4.9,Night,Premium,94,289.4570095,1.67,low_demand,low_supply,0
67,46,Suburban,Regular,92,4.72,Morning,Economy,32,97.67500136,1.46,low_demand,high_supply,0
29,6,Suburban,Silver,24,4.37,Afternoon,Economy,50,197.4639216,4.83,low_demand,low_supply,0
100,70,Urban,Gold,42,4.9,Night,Premium,167,762.8822843,1.43,high_demand,high_supply,1
37,10,Suburban,Gold,27,4.26,Afternoon,Economy,143,512.4493927,3.7,low_demand,low_supply,0
31,14,Urban,Gold,37,4.3,Night,Premium,103,484.4661864,2.21,low_demand,low_supply,0
49,12,Suburban,Silver,30,4.37,Afternoon,Premium,84,353.0184088,4.08,low_demand,low_supply,0
42,19,Rural,Regular,56,4.84,Evening,Premium,144,539.7316715,2.21,low_demand,low_supply,0
61,5,Rural,Regular,48,4.15,Morning,Economy,29,114.1636548,12.2,low_demand,low_supply,0
24,7,Suburban,Gold,85,4.36,Night,Economy,169,521.408046,3.43,low_demand,low_supply,0
20,10,Rural,Regular,18,4.28,Evening,Premium,123,450.3878805,2.0,low_demand,low_supply,0
22,9,Urban,Silver,36,4.51,Evening,Premium,10,82.69156896,2.44,low_demand,low_supply,0
98,87,Suburban,Regular,59,4.26,Afternoon,Economy,13,34.57409278,1.13,high_demand,high_supply,1
30,14,Urban,Silver,64,4.45,Afternoon,Economy,147,535.1718879,2.14,low_demand,low_supply,0
32,13,Urban,Regular,75,4.56,Evening,Premium,111,333.4011668,2.46,low_demand,low_supply,0
22,12,Urban,Silver,49,4.88,Night,Premium,35,179.8388199,1.83,low_demand,low_supply,0
62,8,Urban,Silver,13,4.2,Night,Premium,65,241.9912178,7.75,low_demand,low_supply,0
51,27,Urban,Gold,8,4.31,Night,Economy,92,369.3803924,1.89,low_demand,low_supply,0
85,74,Suburban,Regular,82,3.92,Evening,Premium,177,704.3001292,1.15,high_demand,high_supply,1
28,9,Urban,Silver,26,3.95,Night,Premium,114,466.9720738,3.11,low_demand,low_supply,0
93,70,Suburban,Silver,21,3.81,Evening,Economy,12,41.12164472,1.33,high_demand,high_supply,1
36,9,Suburban,Silver,53,4.46,Night,Premium,127,404.0297998,4.0,low_demand,low_supply,0
80,22,Rural,Gold,17,4.4,Morning,Economy,141,423.754418,3.64,low_demand,low_supply,0
60,24,Rural,Regular,18,4.16,Morning,Premium,45,165.7246625,2.5,low_demand,low_supply,0
97,45,Urban,Silver,90,3.71,Morning,Premium,151,578.8213878,2.16,high_demand,high_supply,1
53,14,Suburban,Silver,24,3.99,Afternoon,Premium,161,707.4493979,3.79,low_demand,low_supply,0
79,22,Rural,Silver,53,3.96,Evening,Premium,126,542.809573,3.59,low_demand,low_supply,0
44,24,Urban,Silver,55,4.08,Afternoon,Premium,137,513.9900767,1.83,low_demand,low_supply,0
34,12,Suburban,Regular,3,4.83,Night,Premium,62,298.35562,2.83,low_demand,low_supply,0
55,12,Urban,Silver,96,4.66,Morning,Premium,48,183.2701657,4.58,low_demand,low_supply,0
49,29,Suburban,Regular,35,4.8,Evening,Premium,160,468.3069202,1.69,low_demand,low_supply,0
72,54,Rural,Regular,68,3.85,Afternoon,Economy,74,220.4983368,1.33,low_demand,high_supply,0
72,27,Urban,Gold,76,3.97,Morning,Premium,70,265.9466151,2.67,low_demand,low_supply,0
99,6,Suburban,Gold,49,4.32,Afternoon,Economy,113,311.4894374,16.5,high_demand,low_supply,1
21,10,Rural,Regular,22,4.42,Morning,Economy,151,647.8477765,2.1,low_demand,low_supply,0
50,25,Urban,Silver,89,4.74,Afternoon,Economy,107,383.914142,2.0,low_demand,low_supply,0
61,35,Rural,Silver,4,4.77,Morning,Premium,115,557.9161858,1.74,low_demand,low_supply,0
24,5,Rural,Silver,57,4.96,Night,Premium,70,228.7960084,4.8,low_demand,low_supply,0
31,17,Rural,Silver,71,4.46,Evening,Premium,55,237.7686221,1.82,low_demand,low_supply,0
35,20,Suburban,Regular,62,3.55,Afternoon,Economy,117,297.0874039,1.75,low_demand,low_supply,0
74,30,Urban,Regular,97,3.9,Evening,Economy,179,794.3231511,2.47,low_demand,low_supply,0
94,61,Urban,Regular,12,4.95,Evening,Premium,133,563.8497972,1.54,high_demand,high_supply,1
44,11,Rural,Silver,31,3.92,Afternoon,Premium,110,339.2870735,4.0,low_demand,low_supply,0
84,37,Urban,Gold,3,3.83,Evening,Premium,69,248.9476554,2.27,high_demand,low_supply,1
27,12,Suburban,Regular,39,4.51,Morning,Premium,55,279.2686999,2.25,low_demand,low_supply,0
59,36,Suburban,Regular,43,3.74,Evening,Premium,25,145.0422383,1.64,low_demand,low_supply,0
82,20,Urban,Regular,59,3.99,Night,Premium,45,241.8259565,4.1,high_demand,low_supply,1
24,10,Urban,Gold,24,4.09,Morning,Premium,97,430.6098548,2.4,low_demand,low_supply,0
84,67,Suburban,Regular,48,4.87,Night,Economy,81,219.9937068,1.25,high_demand,high_supply,1
52,9,Suburban,Regular,24,4.19,Morning,Economy,102,366.7282586,5.78,low_demand,low_supply,0
38,12,Rural,Silver,44,4.85,Evening,Economy,110,356.8814026,3.17,low_demand,low_supply,0
26,12,Urban,Regular,80,4.27,Afternoon,Economy,134,441.4714773,2.17,low_demand,low_supply,0
61,39,Suburban,Regular,82,4.49,Morning,Premium,46,230.1431448,1.56,low_demand,high_supply,0
87,41,Rural,Gold,97,4.27,Afternoon,Premium,37,158.89198,2.12,high_demand,high_supply,1
98,46,Suburban,Gold,55,4.71,Evening,Economy,173,766.9193242,2.13,high_demand,high_supply,1
24,13,Urban,Silver,54,4.09,Morning,Economy,161,466.7229822,1.85,low_demand,low_supply,0
44,8,Urban,Gold,43,3.82,Night,Economy,86,233.5066238,5.5,low_demand,low_supply,0
71,59,Urban,Regular,71,4.47,Evening,Economy,31,104.1037338,1.2,low_demand,high_supply,0
91,59,Urban,Silver,68,4.77,Night,Economy,15,38.33576819,1.54,high_demand,high_supply,1
32,14,Urban,Gold,75,4.49,Night,Economy,177,761.0167601,2.29,low_demand,low_supply,0
79,24,Urban,Silver,0,4.26,Evening,Economy,82,284.8625063,3.29,low_demand,low_supply,0
73,27,Urban,Regular,55,4.27,Morning,Premium,50,216.0601959,2.7,low_demand,low_supply,0
32,16,Rural,Silver,80,4.78,Morning,Economy,11,39.3737012,2.0,low_demand,low_supply,0
22,10,Rural,Silver,5,4.44,Morning,Premium,129,471.7821019,2.2,low_demand,low_supply,0
35,19,Urban,Silver,45,4.99,Afternoon,Economy,159,508.6730025,1.84,low_demand,low_supply,0
24,10,Suburban,Regular,79,4.3,Night,Economy,24,95.11851082,2.4,low_demand,low_supply,0
67,31,Rural,Gold,64,3.62,Night,Economy,169,735.1444901,2.16,low_demand,low_supply,0
100,73,Urban,Silver,95,3.98,Night,Premium,100,456.603073,1.37,high_demand,high_supply,1
66,16,Urban,Silver,94,4.52,Morning,Economy,34,122.2418752,4.12,low_demand,low_supply,0
96,36,Urban,Regular,57,4.06,Evening,Premium,139,599.8171406,2.67,high_demand,low_supply,1
60,8,Urban,Regular,68,4.84,Morning,Premium,144,438.5186068,7.5,low_demand,low_supply,0
92,31,Rural,Silver,54,3.91,Night,Premium,148,516.1330392,2.97,high_demand,low_supply,1
92,49,Urban,Silver,9,4.23,Evening,Premium,89,397.4831041,1.88,high_demand,high_supply,1
56,37,Urban,Silver,27,4.12,Afternoon,Premium,68,317.8400261,1.51,low_demand,low_supply,0
88,71,Rural,Regular,42,4.87,Afternoon,Premium,109,330.7836403,1.24,high_demand,high_supply,1
87,47,Rural,Silver,6,4.54,Morning,Premium,162,743.3166378,1.85,high_demand,high_supply,1
85,6,Suburban,Gold,92,4.11,Afternoon,Economy,73,274.1712773,14.17,high_demand,low_supply,1
98,54,Rural,Regular,34,4.57,Evening,Premium,113,462.4075929,1.81,high_demand,high_supply,1
28,14,Rural,Regular,24,4.2,Afternoon,Economy,147,533.0802632,2.0,low_demand,low_supply,0
36,9,Suburban,Silver,22,3.51,Night,Premium,37,143.2178422,4.0,low_demand,low_supply,0
20,8,Suburban,Silver,38,4.82,Night,Premium,155,574.9456425,2.5,low_demand,low_supply,0
94,36,Rural,Regular,41,4.57,Morning,Economy,76,215.7417616,2.61,high_demand,low_supply,1
94,82,Suburban,Gold,48,4.92,Morning,Premium,20,129.7685299,1.15,high_demand,high_supply,1
70,7,Urban,Regular,13,4.09,Afternoon,Economy,117,321.0007658,10.0,low_demand,low_supply,0
90,71,Suburban,Regular,37,3.51,Morning,Premium,32,172.592775,1.27,high_demand,high_supply,1
42,10,Urban,Silver,56,4.01,Night,Premium,95,455.2097852,4.2,low_demand,low_supply,0
44,18,Suburban,Gold,88,3.67,Night,Premium,50,199.8397441,2.44,low_demand,low_supply,0
60,16,Suburban,Regular,28,3.91,Evening,Economy,105,281.0970651,3.75,low_demand,low_supply,0
26,5,Rural,Silver,7,4.75,Afternoon,Premium,140,413.5480019,5.2,low_demand,low_supply,0
79,13,Rural,Regular,6,4.63,Afternoon,Economy,38,134.0943259,6.08,low_demand,low_supply,0
26,8,Rural,Gold,65,3.58,Night,Premium,89,378.5039616,3.25,low_demand,low_supply,0
62,7,Urban,Silver,2,4.71,Morning,Premium,28,162.0535855,8.86,low_demand,low_supply,0
42,16,Rural,Gold,33,3.63,Morning,Economy,166,513.1161278,2.62,low_demand,low_supply,0
57,16,Urban,Regular,0,3.95,Afternoon,Economy,97,308.6385555,3.56,low_demand,low_supply,0
33,13,Rural,Gold,34,4.78,Morning,Economy,66,239.0885465,2.54,low_demand,low_supply,0
22,10,Rural,Regular,26,4.97,Morning,Economy,170,562.1650161,2.2,low_demand,low_supply,0
67,44,Urban,Regular,27,4.69,Morning,Economy,129,467.0198949,1.52,low_demand,high_supply,0
62,15,Suburban,Silver,15,4.28,Night,Economy,73,327.4333417,4.13,low_demand,low_supply,0
95,49,Rural,Regular,92,4.27,Night,Premium,99,332.0936161,1.94,high_demand,high_supply,1
61,36,Urban,Silver,72,4.64,Night,Premium,109,457.0853189,1.69,low_demand,low_supply,0
48,12,Rural,Silver,25,4.26,Night,Economy,180,552.8162271,4.0,low_demand,low_supply,0
93,59,Rural,Regular,30,4.11,Afternoon,Premium,89,281.0521289,1.58,high_demand,high_supply,1
59,18,Urban,Gold,67,3.86,Morning,Economy,98,288.345153,3.28,low_demand,low_supply,0
95,73,Urban,Regular,20,3.59,Evening,Premium,138,666.824206,1.3,high_demand,high_supply,1
71,33,Suburban,Regular,4,4.88,Evening,Premium,109,436.0192373,2.15,low_demand,low_supply,0
20,7,Suburban,Gold,71,3.83,Morning,Premium,51,248.2203068,2.86,low_demand,low_supply,0
23,7,Urban,Gold,96,3.97,Afternoon,Premium,165,493.233884,3.29,low_demand,low_supply,0
80,69,Suburban,Silver,94,4.44,Night,Economy,74,291.5110821,1.16,low_demand,high_supply,0
58,10,Urban,Gold,51,4.27,Night,Premium,138,459.0606515,5.8,low_demand,low_supply,0
71,25,Urban,Gold,72,4.46,Evening,Economy,169,603.9358824,2.84,low_demand,low_supply,0
69,26,Rural,Gold,48,4.28,Evening,Premium,175,502.6040622,2.65,low_demand,low_supply,0
89,54,Suburban,Gold,48,4.38,Afternoon,Economy,24,74.78832689,1.65,high_demand,high_supply,1
84,62,Urban,Silver,52,4.61,Afternoon,Economy,29,126.2308115,1.35,high_demand,high_supply,1
98,61,Urban,Silver,91,4.28,Night,Economy,95,319.9423796,1.61,high_demand,high_supply,1
95,25,Urban,Gold,26,3.62,Morning,Economy,81,207.6129192,3.8,high_demand,low_supply,1
79,29,Rural,Silver,29,4.22,Night,Economy,99,304.7441779,2.72,low_demand,low_supply,0
82,10,Urban,Silver,97,4.43,Night,Economy,177,481.7658793,8.2,high_demand,low_supply,1
87,5,Rural,Gold,6,3.76,Evening,Economy,28,83.33537482,17.4,high_demand,low_supply,1
83,35,Rural,Gold,3,4.32,Night,Premium,116,513.6451022,2.37,high_demand,low_supply,1
47,9,Rural,Regular,5,4.81,Night,Premium,178,561.3748775,5.22,low_demand,low_supply,0
34,7,Urban,Silver,54,4.71,Night,Premium,149,516.5111729,4.86,low_demand,low_supply,0
26,13,Rural,Regular,14,4.19,Morning,Economy,174,666.4286806,2.0,low_demand,low_supply,0
88,7,Rural,Gold,11,3.64,Night,Premium,130,573.2085394,12.57,high_demand,low_supply,1
57,26,Rural,Regular,92,3.8,Evening,Premium,67,283.7979252,2.19,low_demand,low_supply,0
45,17,Rural,Silver,67,4.7,Afternoon,Economy,15,66.78323719,2.65,low_demand,low_supply,0
82,26,Urban,Gold,35,4.71,Morning,Economy,114,289.2390325,3.15,high_demand,low_supply,1
54,39,Rural,Gold,88,4.59,Evening,Economy,42,147.4263866,1.38,low_demand,high_supply,0
95,24,Suburban,Gold,79,3.5,Afternoon,Economy,130,552.2304431,3.96,high_demand,low_supply,1
63,31,Suburban,Silver,2,3.81,Evening,Premium,160,632.5601419,2.03,low_demand,low_supply,0
43,18,Urban,Gold,58,4.22,Evening,Economy,156,494.7452575,2.39,low_demand,low_supply,0
33,14,Suburban,Regular,87,4.81,Evening,Premium,17,118.9865334,2.36,low_demand,low_supply,0
33,23,Urban,Gold,24,4.21,Morning,Premium,11,91.38952597,1.43,low_demand,low_supply,0
84,29,Urban,Regular,92,4.55,Morning,Premium,94,424.1559867,2.9,high_demand,low_supply,1
44,6,Suburban,Gold,80,4.13,Night,Premium,40,157.3648303,7.33,low_demand,low_supply,0
53,27,Suburban,Regular,78,3.63,Night,Premium,58,279.0950483,1.96,low_demand,low_supply,0
78,63,Rural,Gold,14,4.21,Afternoon,Economy,147,655.0651055,1.24,low_demand,high_supply,0
